MAP_SYMBOL_delay,CTYREG_EST_delay,STATE_AVG_delay,POPOVER18_delay,HSR_SYMBOL_delay,DELMCC_delay,MCONFINT_delay,FIPS,TRACT_NAME_dru,COUNTY_NAME_dru,POD_DEATH_ADJRATE_dru,POD_DEATH_L95CI_dru,POD_DEATH_U95CI_dru,POD_DEATH_STATEADJRATE_dru,POD_DEATH_STATEL95CI_dru,POD_DEATH_STATEU95CI_dru,POD_DISPLAY_dru,FPHLTH_hea,POPOVER18_hea,MAP_SYMBOL_hea,CTYREG_EST_hea,STATE_AVG_hea,HSR_SYMBOL_hea,MCONFINT_hea,POPOVER18_men,MAP_SYMBOL_men,CTYREG_EST_men,STATE_AVG_men,HSR_SYMBOL_men,MNTLD_men,MCONFINT_men,PHYSH_phy,POPOVER18_phy,MAP_SYMBOL_phy,CTYREG_EST_phy,STATE_AVG_phy,HSR_SYMBOL_phy,MCONFINT_phy,TRACT_NAME_sui,COUNTY_NAME_sui,SUICIDE_ADJRATE_sui,SUICIDE_L95CI_sui,SUICIDE_U95CI_sui,SUICIDE_STATEADJRATE_sui,SUICIDE_SL95CI_sui,SUICIDE_SU95CI_sui,SUICIDE_DISPLAY_sui
Fourth Quintile,County/Regional Estimate 14.1% (95% C.I.: 8.8 - 19.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1719,Fourth Quintile,13.6,95% C.I.: 12.3 - 15.1,8107000300,"Census Tract 3, Routt County, Colorado",ROUTT,,,,8.06,7.72,8.4,No Events or Data Suppressed,9.8,1719,Lowest Quintile,County/Regional Estimate 11.4% (95% C.I.: 7 - 15.8),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 8.6 - 11.1,1719,Lowest Quintile,County/Regional Estimate 8.4% (95% C.I.: 4.7 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,7.3,95% C.I.: 6.4 - 8.6,6.8,1719,Lowest Quintile,County/Regional Estimate 6.9% (95% C.I.: 3.6 - 10.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 6 - 7.9,"Census Tract 3, Routt County, Colorado",ROUTT,17.688,1.3635,52.465,19.48,18.95,20.01,Not Different Than State Average
Fourth Quintile,County/Regional Estimate 14.1% (95% C.I.: 8.8 - 19.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1488,Middle Quintile,13.4,95% C.I.: 12.2 - 14.8,8107000100,"Census Tract 1, Routt County, Colorado",ROUTT,,,,8.06,7.72,8.4,No Events or Data Suppressed,9.3,1488,Lowest Quintile,County/Regional Estimate 11.4% (95% C.I.: 7 - 15.8),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 8.2 - 10.5,1488,Lowest Quintile,County/Regional Estimate 8.4% (95% C.I.: 4.7 - 12.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.0,95% C.I.: 7 - 9.2,7.2,1488,Lowest Quintile,County/Regional Estimate 6.9% (95% C.I.: 3.6 - 10.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 6.3 - 8.3,"Census Tract 1, Routt County, Colorado",ROUTT,,,,19.48,18.95,20.01,No Events or Data Suppressed
Lowest Quintile,County/Regional Estimate 8% (95% C.I.: 3.7 - 12.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),790,Lowest Quintile,6.9,95% C.I.: 5.7 - 8.6,8051963900,"Census Tract 9639, Gunnison County, Colorado",GUNNISON,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,6.1,790,Lowest Quintile,County/Regional Estimate 5.6% (95% C.I.: 2.7 - 8.6),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 5.1 - 7.6,790,Lowest Quintile,County/Regional Estimate 6.9% (95% C.I.: 2.8 - 11.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,7.8,95% C.I.: 6.5 - 9.4,11.8,790,Highest Quintile,County/Regional Estimate 10.7% (95% C.I.: 6 - 15.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 10.2 - 13.8,"Census Tract 9639, Gunnison County, Colorado",GUNNISON,,,,19.48,18.95,20.01,No Events or Data Suppressed
Lowest Quintile,County/Regional Estimate 8% (95% C.I.: 3.7 - 12.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5431,Second Quintile,9.7,95% C.I.: 8.3 - 11.9,8051963700,"Census Tract 9637, Gunnison County, Colorado",GUNNISON,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,3.1,5431,Lowest Quintile,County/Regional Estimate 5.6% (95% C.I.: 2.7 - 8.6),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 2.5 - 4.6,5431,Highest Quintile,County/Regional Estimate 6.9% (95% C.I.: 2.8 - 11.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,12.2,95% C.I.: 10.5 - 14.5,12.4,5431,Highest Quintile,County/Regional Estimate 10.7% (95% C.I.: 6 - 15.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 10.9 - 14.6,"Census Tract 9637, Gunnison County, Colorado",GUNNISON,30.281999999999996,14.1346,52.506,19.48,18.95,20.01,Not Different Than State Average
Lowest Quintile,County/Regional Estimate 8% (95% C.I.: 3.7 - 12.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2841,Lowest Quintile,7.7,95% C.I.: 6.6 - 9.3,8051963600,"Census Tract 9636, Gunnison County, Colorado",GUNNISON,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,5.9,2841,Lowest Quintile,County/Regional Estimate 5.6% (95% C.I.: 2.7 - 8.6),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 5 - 7.3,2841,Second Quintile,County/Regional Estimate 6.9% (95% C.I.: 2.8 - 11.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,8.1,95% C.I.: 7.1 - 9.8,11.8,2841,Highest Quintile,County/Regional Estimate 10.7% (95% C.I.: 6 - 15.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.5 - 13.6,"Census Tract 9636, Gunnison County, Colorado",GUNNISON,43.722,18.9694,78.655,19.48,18.95,20.01,Not Different Than State Average
Lowest Quintile,County/Regional Estimate 8% (95% C.I.: 3.7 - 12.4),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3696,Lowest Quintile,8.7,95% C.I.: 7.5 - 10.2,8051963800,"Census Tract 9638, Gunnison County, Colorado",GUNNISON,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,4.9,3696,Lowest Quintile,County/Regional Estimate 5.6% (95% C.I.: 2.7 - 8.6),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 4.2 - 6,3696,Fourth Quintile,County/Regional Estimate 6.9% (95% C.I.: 2.8 - 11.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,9.6,95% C.I.: 8.4 - 11.1,11.7,3696,Highest Quintile,County/Regional Estimate 10.7% (95% C.I.: 6 - 15.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.4 - 13.2,"Census Tract 9638, Gunnison County, Colorado",GUNNISON,,,,19.48,18.95,20.01,No Events or Data Suppressed
Fourth Quintile,County/Regional Estimate 16.7% (95% C.I.: 9.5 - 24),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3230,Middle Quintile,15.2,95% C.I.: 13.1 - 18.9,8021974900,"Census Tract 9749, Conejos County, Colorado",CONEJOS,25.1201,8.383,50.815,8.06,7.72,8.4,Not Different Than State Average,24.2,3230,Highest Quintile,County/Regional Estimate 21.7% (95% C.I.: 14.6 - 28.8),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Highest Quintile,95% C.I.: 21 - 28.1,3230,Highest Quintile,County/Regional Estimate 12.5% (95% C.I.: 6.4 - 18.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,14.4,95% C.I.: 11.8 - 18.2,16.4,3230,Highest Quintile,County/Regional Estimate 15% (95% C.I.: 8.2 - 21.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 13.4 - 20.4,"Census Tract 9749, Conejos County, Colorado",CONEJOS,30.043000000000003,11.3202,57.723,19.48,18.95,20.01,Not Different Than State Average
Highest Quintile,County/Regional Estimate 16.7% (95% C.I.: 9.5 - 24),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2746,Fourth Quintile,16.3,95% C.I.: 14.1 - 20.4,8021974800,"Census Tract 9748, Conejos County, Colorado",CONEJOS,,,,8.06,7.72,8.4,No Events or Data Suppressed,23.1,2746,Highest Quintile,County/Regional Estimate 21.7% (95% C.I.: 14.6 - 28.8),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Fourth Quintile,95% C.I.: 19.9 - 27.4,2746,Highest Quintile,County/Regional Estimate 12.5% (95% C.I.: 6.4 - 18.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,13.3,95% C.I.: 10.9 - 17.4,16.0,2746,Highest Quintile,County/Regional Estimate 15% (95% C.I.: 8.2 - 21.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 13.1 - 20.3,"Census Tract 9748, Conejos County, Colorado",CONEJOS,,,,19.48,18.95,20.01,No Events or Data Suppressed
Lowest Quintile,County/Regional Estimate 15.7% (95% C.I.: 11.7 - 19.8),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2903,Lowest Quintile,9.6,95% C.I.: 8.7 - 10.6,8037000703,"Census Tract 7.03, Eagle County, Colorado",EAGLE,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,4.4,2903,Lowest Quintile,County/Regional Estimate 11.8% (95% C.I.: 8.1 - 15.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Second Quintile,95% C.I.: 3.9 - 5.1,2903,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,5.3,95% C.I.: 4.6 - 6.1,6.4,2903,Lowest Quintile,County/Regional Estimate 6.8% (95% C.I.: 4.4 - 9.2),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 5.7 - 7.2,"Census Tract 7.03, Eagle County, Colorado",EAGLE,23.315,4.9706,55.166000000000004,19.48,18.95,20.01,Not Different Than State Average
Highest Quintile,County/Regional Estimate 15.7% (95% C.I.: 11.7 - 19.8),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4408,Fourth Quintile,15.7,95% C.I.: 14.3 - 17.4,8037000301,"Census Tract 3.01, Eagle County, Colorado",EAGLE,,,,8.06,7.72,8.4,No Events or Data Suppressed,9.8,4408,Lowest Quintile,County/Regional Estimate 11.8% (95% C.I.: 8.1 - 15.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Middle Quintile,95% C.I.: 8.9 - 11.1,4408,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,6.8,95% C.I.: 5.9 - 8.1,7.5,4408,Second Quintile,County/Regional Estimate 6.8% (95% C.I.: 4.4 - 9.2),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 6.6 - 8.7,"Census Tract 3.01, Eagle County, Colorado",EAGLE,13.075999999999999,3.3312,29.235,19.48,18.95,20.01,Not Different Than State Average
Second Quintile,County/Regional Estimate 15.7% (95% C.I.: 11.7 - 19.8),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1226,Second Quintile,10.6,95% C.I.: 9.6 - 11.9,8037000702,"Census Tract 7.02, Eagle County, Colorado",EAGLE,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,4.1,1226,Lowest Quintile,County/Regional Estimate 11.8% (95% C.I.: 8.1 - 15.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 3.5 - 4.9,1226,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,5.0,95% C.I.: 4.4 - 6,6.1,1226,Lowest Quintile,County/Regional Estimate 6.8% (95% C.I.: 4.4 - 9.2),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 5.5 - 7.3,"Census Tract 7.02, Eagle County, Colorado",EAGLE,0.0,0.0,0.0,19.48,18.95,20.01,Lower Than State Average
Fourth Quintile,County/Regional Estimate 15.7% (95% C.I.: 11.7 - 19.8),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3066,Middle Quintile,14.4,95% C.I.: 13.1 - 16,8037000402,"Census Tract 4.02, Eagle County, Colorado",EAGLE,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,8.9,3066,Lowest Quintile,County/Regional Estimate 11.8% (95% C.I.: 8.1 - 15.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Middle Quintile,95% C.I.: 8 - 10.2,3066,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,6.3,95% C.I.: 5.4 - 7.5,8.4,3066,Middle Quintile,County/Regional Estimate 6.8% (95% C.I.: 4.4 - 9.2),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 7.5 - 9.8,"Census Tract 4.02, Eagle County, Colorado",EAGLE,,,,19.48,18.95,20.01,No Events or Data Suppressed
Lowest Quintile,County/Regional Estimate 15.7% (95% C.I.: 11.7 - 19.8),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),736,Lowest Quintile,8.9,95% C.I.: 7.9 - 10.1,8037000501,"Census Tract 5.01, Eagle County, Colorado",EAGLE,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,5.1,736,Lowest Quintile,County/Regional Estimate 11.8% (95% C.I.: 8.1 - 15.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Second Quintile,95% C.I.: 4.5 - 6,736,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,7.8,95% C.I.: 6.8 - 9,5.4,736,Lowest Quintile,County/Regional Estimate 6.8% (95% C.I.: 4.4 - 9.2),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 4.7 - 6.3,"Census Tract 5.01, Eagle County, Colorado",EAGLE,,,,19.48,18.95,20.01,No Events or Data Suppressed
Middle Quintile,County/Regional Estimate 15.7% (95% C.I.: 11.7 - 19.8),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3386,Middle Quintile,13.2,95% C.I.: 12 - 14.6,8037000502,"Census Tract 5.02, Eagle County, Colorado",EAGLE,,,,8.06,7.72,8.4,No Events or Data Suppressed,5.2,3386,Lowest Quintile,County/Regional Estimate 11.8% (95% C.I.: 8.1 - 15.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Second Quintile,95% C.I.: 4.7 - 5.9,3386,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,6.8,95% C.I.: 6 - 7.8,5.0,3386,Lowest Quintile,County/Regional Estimate 6.8% (95% C.I.: 4.4 - 9.2),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 4.5 - 5.9,"Census Tract 5.02, Eagle County, Colorado",EAGLE,21.206999999999997,6.4136,44.588,19.48,18.95,20.01,Not Different Than State Average
Second Quintile,County/Regional Estimate 15.7% (95% C.I.: 11.7 - 19.8),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1775,Middle Quintile,11.2,95% C.I.: 10.4 - 12.4,8037000302,"Census Tract 3.02, Eagle County, Colorado",EAGLE,,,,8.06,7.72,8.4,No Events or Data Suppressed,7.4,1775,Lowest Quintile,County/Regional Estimate 11.8% (95% C.I.: 8.1 - 15.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Middle Quintile,95% C.I.: 6.6 - 8.5,1775,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,4.7,95% C.I.: 4.1 - 5.6,8.3,1775,Second Quintile,County/Regional Estimate 6.8% (95% C.I.: 4.4 - 9.2),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 7.4 - 9.4,"Census Tract 3.02, Eagle County, Colorado",EAGLE,,,,19.48,18.95,20.01,No Events or Data Suppressed
Middle Quintile,County/Regional Estimate 15.7% (95% C.I.: 11.7 - 19.8),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5696,Middle Quintile,12.6,95% C.I.: 11.6 - 13.8,8037000403,"Census Tract 4.03, Eagle County, Colorado",EAGLE,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,6.1,5696,Lowest Quintile,County/Regional Estimate 11.8% (95% C.I.: 8.1 - 15.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Middle Quintile,95% C.I.: 5.5 - 7,5696,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,4.8,95% C.I.: 4.2 - 5.6,6.5,5696,Lowest Quintile,County/Regional Estimate 6.8% (95% C.I.: 4.4 - 9.2),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 5.8 - 7.4,"Census Tract 4.03, Eagle County, Colorado",EAGLE,10.604000000000001,3.0122,22.82,19.48,18.95,20.01,Not Different Than State Average
Second Quintile,County/Regional Estimate 15.7% (95% C.I.: 11.7 - 19.8),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),855,Lowest Quintile,10.2,95% C.I.: 9.3 - 11.1,8037000701,"Census Tract 7.01, Eagle County, Colorado",EAGLE,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,3.7,855,Lowest Quintile,County/Regional Estimate 11.8% (95% C.I.: 8.1 - 15.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 3.3 - 4.3,855,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,4.8,95% C.I.: 4.2 - 5.5,6.0,855,Lowest Quintile,County/Regional Estimate 6.8% (95% C.I.: 4.4 - 9.2),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 5.4 - 6.8,"Census Tract 7.01, Eagle County, Colorado",EAGLE,0.0,0.0,0.0,19.48,18.95,20.01,Lower Than State Average
Fourth Quintile,County/Regional Estimate 15.7% (95% C.I.: 11.7 - 19.8),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4015,Middle Quintile,14.4,95% C.I.: 13.2 - 15.8,8037000401,"Census Tract 4.01, Eagle County, Colorado",EAGLE,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,8.5,4015,Lowest Quintile,County/Regional Estimate 11.8% (95% C.I.: 8.1 - 15.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Middle Quintile,95% C.I.: 7.8 - 9.6,4015,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,6.5,95% C.I.: 5.7 - 7.6,7.5,4015,Second Quintile,County/Regional Estimate 6.8% (95% C.I.: 4.4 - 9.2),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 6.6 - 8.5,"Census Tract 4.01, Eagle County, Colorado",EAGLE,,,,19.48,18.95,20.01,No Events or Data Suppressed
Highest Quintile,County/Regional Estimate 15.7% (95% C.I.: 11.7 - 19.8),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4730,Highest Quintile,18.5,95% C.I.: 17 - 20,8037000503,"Census Tract 5.03, Eagle County, Colorado",EAGLE,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,13.2,4730,Middle Quintile,County/Regional Estimate 11.8% (95% C.I.: 8.1 - 15.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Fourth Quintile,95% C.I.: 12.2 - 14.3,4730,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,6.4,95% C.I.: 5.6 - 7.4,6.6,4730,Lowest Quintile,County/Regional Estimate 6.8% (95% C.I.: 4.4 - 9.2),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 5.9 - 7.6,"Census Tract 5.03, Eagle County, Colorado",EAGLE,45.019,24.8343,71.15899999999999,19.48,18.95,20.01,Higher Than State Average
Highest Quintile,County/Regional Estimate 15.7% (95% C.I.: 11.7 - 19.8),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),966,Highest Quintile,18.5,95% C.I.: 17 - 20.2,8037000100,"Census Tract 1, Eagle County, Colorado",EAGLE,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,14.0,966,Fourth Quintile,County/Regional Estimate 11.8% (95% C.I.: 8.1 - 15.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Fourth Quintile,95% C.I.: 12.9 - 15.4,966,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,7.2,95% C.I.: 6.2 - 8.4,6.8,966,Lowest Quintile,County/Regional Estimate 6.8% (95% C.I.: 4.4 - 9.2),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 6.1 - 7.9,"Census Tract 1, Eagle County, Colorado",EAGLE,,,,19.48,18.95,20.01,No Events or Data Suppressed
Highest Quintile,County/Regional Estimate 15.7% (95% C.I.: 11.7 - 19.8),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1234,Highest Quintile,17.1,95% C.I.: 15.6 - 18.7,8037000600,"Census Tract 6, Eagle County, Colorado",EAGLE,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,10.7,1234,Second Quintile,County/Regional Estimate 11.8% (95% C.I.: 8.1 - 15.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Fourth Quintile,95% C.I.: 9.8 - 12,1234,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,4.5,95% C.I.: 3.8 - 5.5,7.6,1234,Second Quintile,County/Regional Estimate 6.8% (95% C.I.: 4.4 - 9.2),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 6.8 - 8.9,"Census Tract 6, Eagle County, Colorado",EAGLE,0.0,0.0,0.0,19.48,18.95,20.01,Lower Than State Average
Highest Quintile,County/Regional Estimate 15.7% (95% C.I.: 11.7 - 19.8),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),5280,Highest Quintile,18.2,95% C.I.: 16.7 - 19.8,8037000200,"Census Tract 2, Eagle County, Colorado",EAGLE,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,14.4,5280,Fourth Quintile,County/Regional Estimate 11.8% (95% C.I.: 8.1 - 15.4),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Fourth Quintile,95% C.I.: 13.3 - 15.7,5280,Lowest Quintile,County/Regional Estimate 5.2% (95% C.I.: 2.9 - 7.5),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,6.5,95% C.I.: 5.7 - 7.6,6.3,5280,Lowest Quintile,County/Regional Estimate 6.8% (95% C.I.: 4.4 - 9.2),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 5.6 - 7.2,"Census Tract 2, Eagle County, Colorado",EAGLE,11.036,2.8372,24.596,19.48,18.95,20.01,Not Different Than State Average
Highest Quintile,County/Regional Estimate 15.6% (95% C.I.: 11.8 - 19.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3245,Highest Quintile,16.1,95% C.I.: 15 - 17.3,8045951901,"Census Tract 9519.01, Garfield County, Colorado",GARFIELD,,,,8.06,7.72,8.4,No Events or Data Suppressed,14.9,3245,Fourth Quintile,County/Regional Estimate 15.4% (95% C.I.: 11.8 - 19),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Fourth Quintile,95% C.I.: 13.8 - 16.1,3245,Middle Quintile,County/Regional Estimate 9.2% (95% C.I.: 6.5 - 11.9),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,9.0,95% C.I.: 8.1 - 10,7.8,3245,Second Quintile,County/Regional Estimate 7.5% (95% C.I.: 5.2 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 7 - 8.7,"Census Tract 9519.01, Garfield County, Colorado",GARFIELD,18.71,5.3365,40.205,19.48,18.95,20.01,Not Different Than State Average
Fourth Quintile,County/Regional Estimate 15.6% (95% C.I.: 11.8 - 19.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2944,Fourth Quintile,14.4,95% C.I.: 13.4 - 15.9,8045951701,"Census Tract 9517.01, Garfield County, Colorado",GARFIELD,,,,8.06,7.72,8.4,No Events or Data Suppressed,19.7,2944,Highest Quintile,County/Regional Estimate 15.4% (95% C.I.: 11.8 - 19),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Highest Quintile,95% C.I.: 18.4 - 21,2944,Second Quintile,County/Regional Estimate 9.2% (95% C.I.: 6.5 - 11.9),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,8.3,95% C.I.: 7.6 - 9.6,7.2,2944,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 5.2 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 6.4 - 8.4,"Census Tract 9517.01, Garfield County, Colorado",GARFIELD,19.324,4.8871,43.308,19.48,18.95,20.01,Not Different Than State Average
